Date,Pluie (mm),ETP (mm),Débit (m3/s),Débit (mm/j)
2009-03-30,0,3.8,0.000846875,0.002294
2009-03-31,0,4.6,0.000848495,0.002298
2009-04-01,0,4.8,0.000844097,0.002286
2009-04-02,0,4.8,0.000843634,0.002285
2009-04-03,0,2.8,0.000847569,0.002296
2009-04-04,0,2.2,0.000844329,0.002287
2009-04-05,0.7,2,0.000869097,0.002354
2009-04-06,0.1,1.8,0.000874884,0.002370
2009-04-07,0,2.3,0.000853241,0.002311
2009-04-08,0,2.4,0.000857176,0.002322
2009-04-09,0,2.7,0.000857176,0.002322
2009-04-10,0,2.6,0.000849769,0.002302
2009-04-11,0,3.2,0.000845023,0.002289
2009-04-12,0,3.6,0.00084213,0.002281
2009-04-13,0,4.2,0.000841319,0.002279
2009-04-14,0,2.7,0.000841898,0.002280
2009-04-15,0.4,2.7,0.000964352,0.002612
2009-04-16,0,1.9,0.001247685,0.003379
2009-04-17,5,1.7,0.001040278,0.002818
2009-04-18,0,2.3,0.000906829,0.002456
2009-04-19,0,2.2,0.000874884,0.002370
2009-04-20,0,2.7,0.000874884,0.002370
2009-04-21,0,3,0.000873611,0.002366
2009-04-22,0,3.7,0.000873727,0.002366
2009-04-23,0,2.6,0.000889352,0.002409
2009-04-24,18,1.2,0.001000347,0.002709
2009-04-25,20.7,0.9,0.002147801,0.005817
2009-04-26,23.4,1.7,0.000984375,0.002666
2009-04-27,14.7,0.9,0.001316088,0.003565
2009-04-28,5,1.1,0.001024537,0.002775
2009-04-29,0,1.8,0.000948264,0.002568
2009-04-30,0,1.4,0.000941667,0.002550
2009-05-01,0,0.8,0.001011806,0.002740
2009-05-02,9.6,1.6,0.000960417,0.002601
2009-05-03,0.2,1.8,0.000944213,0.002557
2009-05-04,0.2,1.3,0.000943634,0.002556
2009-05-05,0,1.4,0.000943634,0.002556
2009-05-06,0,1.2,0.000944907,0.002559
2009-05-07,4.6,0.8,0.000945139,0.002560
2009-05-08,1.2,1.1,0.000945139,0.002560
2009-05-09,0,1,0.000945139,0.002560
2009-05-10,0.3,1.3,0.000945255,0.002560
2009-05-11,0.1,1.4,0.000944792,0.002559
2009-05-12,0,1.1,0.000944792,0.002559
2009-05-13,0.2,0.8,0.000951736,0.002578
2009-05-14,7.8,1,0.000969329,0.002625
2009-05-15,5.4,0.9,0.00105081,0.002846
2009-05-16,18.9,1.2,0.001501852,0.004068
2009-05-17,0.4,0.7,0.001030324,0.002791
2009-05-18,0.5,1.2,0.00096875,0.002624
2009-05-19,0,1.2,0.000950463,0.002574
2009-05-20,0,1.1,0.000945139,0.002560
2009-05-21,0,1.5,0.000945139,0.002560
2009-05-22,0,2,0.000945023,0.002560
2009-05-23,0,1.6,0.000945139,0.002560
2009-05-24,3.5,1,0.000966782,0.002618
2009-05-25,10.9,0.9,0.001037847,0.002811
2009-05-26,2.2,1,0.0009625,0.002607
2009-05-27,0,0.9,0.000951157,0.002576
2009-05-28,1.6,0.9,0.000949884,0.002573
2009-05-29,0,0.6,0.000945139,0.002560
2009-05-30,0,1.1,0.000945139,0.002560
2009-05-31,0,1.3,0.000945139,0.002560
2009-06-01,0,0.7,0.000945139,0.002560
2009-06-02,1.4,0.7,0.000954745,0.002586
2009-06-03,6.8,0.9,0.000957986,0.002595
2009-06-04,0,0.9,0.000947685,0.002567
2009-06-05,0,1.1,0.000952083,0.002579
2009-06-06,8.6,0.9,0.001010995,0.002738
2009-06-07,3.5,0.6,0.001010301,0.002736
2009-06-08,3.9,0.8,0.001028241,0.002785
2009-06-09,20.6,0.5,0.00185162,0.005015
2009-06-10,2.4,1.1,0.01552338,0.042045
2009-06-11,0,1,0.014124074,0.038255
2009-06-12,0,1.4,0.008798958,0.023832
2009-06-13,2.7,0.9,0.006741667,0.018260
2009-06-14,1,0.7,0.00586875,0.015895
2009-06-15,1.9,1.2,0.005496991,0.014888
2009-06-16,0.2,0.8,0.004522917,0.012250
2009-06-17,0,1,0.004182176,0.011327
2009-06-18,0,1.1,0.003425347,0.009277
2009-06-19,0,1.2,0.003141782,0.008509
2009-06-20,0.3,1.5,0.003319907,0.008992
2009-06-21,2.3,1.4,0.003268287,0.008852
2009-06-22,0.4,1.5,0.003196065,0.008656
2009-06-23,0.2,1.2,0.003355671,0.009089
2009-06-24,4,0.8,0.00363912,0.009856
2009-06-25,0,0.9,0.00401875,0.010885
2009-06-26,3.6,0.6,0.005380787,0.014574
2009-06-27,1.3,0.9,0.006682176,0.018098
2009-06-28,0.1,1,0.007525,0.020381
2009-06-29,0,1.2,0.005320602,0.014411
2009-06-30,0,1.5,0.007515162,0.020355
2009-07-01,27.6,0.9,0.030726042,0.083220
2009-07-02,10,0.7,0.300403009,0.813631
2009-07-03,18.6,0.7,0.368680787,0.998559
2009-07-04,0.9,0.6,0.102791782,0.278408
2009-07-05,1.8,0.6,0.068465856,0.185437
2009-07-06,0.1,1,0.050748495,0.137450
2009-07-07,0,1.1,0.037534954,0.101662
2009-07-08,0,1.4,0.029808449,0.080735
2009-07-09,0,1.5,0.024482523,0.066310
2009-07-10,0.6,0.9,0.022941667,0.062137
2009-07-11,17.3,0.8,0.125981713,0.341217
2009-07-12,12.2,0.8,0.208748611,0.565388
2009-07-13,6.8,0.9,0.218487153,0.591765
2009-07-14,26.8,0.7,,0.000000
2009-07-15,15.8,0.7,,0.000000
2009-07-16,8.4,1,0.585914699,1.586929
2009-07-17,0.2,1,0.249711574,0.676335
2009-07-18,0,1.3,0.149949884,0.406134
2009-07-19,0,1.3,0.106409375,0.288206
2009-07-20,0,2.2,0.076710532,0.207768
2009-07-21,0,2.1,0.055704977,0.150875
2009-07-22,2,0.7,0.046918056,0.127076
2009-07-23,6.2,0.9,0.061270023,0.165948
2009-07-24,0,1.5,0.051914931,0.140610
2009-07-25,0,1.8,0.041916898,0.113530
2009-07-26,0,0.9,0.035975116,0.097437
2009-07-27,7.6,0.7,0.047058449,0.127456
2009-07-28,9.4,0.6,0.127263542,0.344689
2009-07-29,5.8,0.8,0.250300347,0.677929
2009-07-30,6.8,0.7,0.281922801,0.763578
2009-07-31,2.6,0.9,0.252160185,0.682967
2009-08-01,3.5,0.9,0.194187384,0.525950
2009-08-02,0.9,1.5,0.142824884,0.386836
2009-08-03,0.8,1.5,0.098749421,0.267459
2009-08-04,0.8,0.7,0.08016412,0.217122
2009-08-05,2.4,1.3,0.084187037,0.228018
2009-08-06,0,2.4,0.067148727,0.181870
2009-08-07,0,1.6,0.054519907,0.147665
2009-08-08,0,1.8,0.047417824,0.128429
2009-08-09,0.3,1.7,0.040896875,0.110768
2009-08-10,0.1,2,0.039478356,0.106926
2009-08-11,2,1.3,0.040420023,0.109476
2009-08-12,0,1.4,0.041815278,0.113255
2009-08-13,0,1.4,0.035174074,0.095268
2009-08-14,0,2.2,0.031164931,0.084409
2009-08-15,0,3.1,0.027826389,0.075367
2009-08-16,5.6,1.4,0.027583449,0.074709
2009-08-17,8,1.5,0.070616204,0.191261
2009-08-18,1.4,1.8,0.064815625,0.175551
2009-08-19,0,2.5,0.043256944,0.117160
2009-08-20,0,2.2,0.034721875,0.094043
2009-08-21,5.6,1.2,0.033400463,0.090464
2009-08-22,0.7,1,0.03952581,0.107054
2009-08-23,2,1.8,0.039656019,0.107407
2009-08-24,7.9,1,0.670987731,1.817346
2009-08-25,28.6,0.9,1.050804977,2.846067
2009-08-26,10.4,1.3,0.581549074,1.575105
2009-08-27,0,1.7,0.212265278,0.574913
2009-08-28,0,2.2,0.129476157,0.350682
2009-08-29,7.1,1,0.235090856,0.636735
2009-08-30,8.9,1.3,0.50373588,1.364350
2009-08-31,4,1.3,0.28997581,0.785389
2009-09-01,2.8,1.8,0.227830324,0.617070
2009-09-02,0,2.5,0.144920023,0.392511
2009-09-03,0.2,2,0.102998611,0.278968
2009-09-04,3.2,1.7,0.084478588,0.228807
2009-09-05,1.9,2.1,0.083277546,0.225554
2009-09-06,0.4,2.6,0.065158796,0.176480
2009-09-07,5.9,1.8,0.093394329,0.252955
2009-09-08,1.2,1.3,0.098040972,0.265540
2009-09-09,0,1.5,0.069443171,0.188084
2009-09-10,0,3.1,0.056755093,0.153719
2009-09-11,0,4.4,0.045375116,0.122897
2009-09-12,0,4.6,0.034702431,0.093990
2009-09-13,0,2.6,0.028859606,0.078165
2009-09-14,1.4,2.4,0.025652199,0.069478
2009-09-15,0,3.5,0.022669676,0.061400
2009-09-16,0,3.1,0.022006019,0.059603
2009-09-17,15.8,1.9,0.049824884,0.134949
2009-09-18,0.8,2.8,0.055891204,0.151379
2009-09-19,0,2.2,0.038083912,0.103149
2009-09-20,0,2.4,0.031910069,0.086427
2009-09-21,0,1.4,0.105051157,0.284527
2009-09-22,19.8,1.7,0.311920139,0.844824
2009-09-23,9.8,1.7,0.342497454,0.927642
2009-09-24,0.8,2.6,0.154546412,0.418583
2009-09-25,10.4,1.3,1.740676157,4.714559
2009-09-26,0,1.9,2.697501505,7.306086
2009-09-27,0,1.4,0.539790741,1.462004
2009-09-28,30.4,2,0.307675231,0.833327
2009-09-29,0,3.2,0.196140278,0.531239
2009-09-30,0,4.2,0.122772338,0.332524
2009-10-01,0,1.8,0.082291204,0.222883
2009-10-02,1,1.4,0.068044097,0.184295
2009-10-03,2.5,1.7,0.065908912,0.178512
2009-10-04,1.1,2.2,0.067171296,0.181931
2009-10-05,0,2.3,0.058687384,0.158953
2009-10-06,0,2.3,0.050366435,0.136416
2009-10-07,0,2.7,0.042190394,0.114271
2009-10-08,0,2.6,0.03599213,0.097483
2009-10-09,0,2.7,0.033096181,0.089640
2009-10-10,0,3.6,0.027833449,0.075386
2009-10-11,0,4.2,0.023998611,0.064999
2009-10-12,1.4,2.8,0.024765741,0.067077
2009-10-13,26.4,1.7,0.465953472,1.262018
2009-10-14,11.6,1.6,0.510877199,1.383692
2009-10-15,15.2,2.6,1.185955671,3.212118
2009-10-16,2.2,2,0.344461343,0.932961
2009-10-17,0.6,2.2,0.191783565,0.519439
2009-10-18,0,3.5,0.117162153,0.317329
2009-10-19,0,4.6,0.080281944,0.217441
2009-10-20,0,5.3,0.057477199,0.155675
2009-10-21,0,3.8,0.041796528,0.113204
2009-10-22,0,4.5,0.035233565,0.095429
2009-10-23,0,4.1,0.030350347,0.082203
2009-10-24,0,3.2,0.026655556,0.072196
2009-10-25,0.8,2.8,0.023679745,0.064136
2009-10-26,0,3.7,0.021118634,0.057199
2009-10-27,0,4.4,0.017555324,0.047548
2009-10-28,0,4.7,0.015104167,0.040909
2009-10-29,0,5.3,0.013516782,0.036610
2009-10-30,0,5.6,0.01192338,0.032294
2009-10-31,0,5.1,0.009867477,0.026726
2009-11-01,0,5,0.008468287,0.022936
2009-11-02,0,5.6,0.007002546,0.018966
2009-11-03,0.6,3,0.006136458,0.016620
2009-11-04,0,3.4,0.005566319,0.015076
2009-11-05,1,3,0.006131829,0.016608
2009-11-06,0,5.1,0.007000463,0.018961
2009-11-07,0,6.5,0.006760185,0.018310
2009-11-08,0,7.3,0.005830903,0.015793
2009-11-09,0,7.1,0.004878241,0.013213
2009-11-10,0,7.5,0.004116782,0.011150
2009-11-11,0,7.4,0.003206481,0.008685
2009-11-12,0,7.6,0.002604861,0.007055
2009-11-13,0,7.4,0.002624074,0.007107
2009-11-14,0,7.5,0.002170602,0.005879
2009-11-15,0,7.2,0.002101505,0.005692
2009-11-16,0,4.4,0.002238194,0.006062
2009-11-17,0,5.5,0.002375579,0.006434
2009-11-18,0,6,0.001998264,0.005412
2009-11-19,0,7.9,0.001713426,0.004641
2009-11-20,0,4.3,0.001345833,0.003645
2009-11-21,4.5,2,0.001689236,0.004575
2009-11-22,5.7,3.2,0.001910417,0.005174
2009-11-23,0.2,4.6,0.001476505,0.003999
2009-11-24,0,4.9,0.001134259,0.003072
2009-11-25,0,5.7,0.000938542,0.002542
2009-11-26,5,3.2,0.000960185,0.002601
2009-11-27,0,5.3,0.001007639,0.002729
2009-11-28,13.4,2.4,0.001491319,0.004039
2009-11-29,23.3,3.3,0.001154051,0.003126
2009-11-30,5.9,3.2,0.000990046,0.002682
2009-12-01,0.6,5.5,0.003621065,0.009808
2009-12-02,0,6.4,0.002958449,0.008013
2009-12-03,0,4.3,0.002125116,0.005756
2009-12-04,0,4.8,0.001376389,0.003728
2009-12-05,0,3.9,0.00105,0.002844
2009-12-06,0,5.2,0.000965394,0.002615
2009-12-07,0,3.5,0.000960185,0.002601
2009-12-08,8,3.2,0.001056481,0.002861
2009-12-09,0,4,0.000959375,0.002598
2009-12-10,0.8,3.3,0.000977315,0.002647
2009-12-11,3,4.5,0.000953241,0.002582
2009-12-12,0,4,0.000936806,0.002537
2009-12-13,0,4.5,0.000932176,0.002525
2009-12-14,0,6.1,0.000924306,0.002503
2009-12-15,0,7.5,0.000916667,0.002483
2009-12-16,0,7.9,0.000904861,0.002451
2009-12-17,11,1.9,0.000998032,0.002703
2009-12-18,1.2,4.6,0.000967245,0.002620
2009-12-19,0,4.3,0.000975579,0.002642
2009-12-20,0,5.3,0.000963194,0.002609
2009-12-21,0,6.3,0.000960069,0.002600
2009-12-22,0,7,0.000958333,0.002596
2009-12-23,0,6.4,0.000958449,0.002596
2009-12-24,0,2.7,0.000957407,0.002593
2009-12-25,0,4.7,0.000950116,0.002573
2009-12-26,0,5.1,0.000946181,0.002563
2009-12-27,0,5.6,0.000944907,0.002559
2009-12-28,0,6.9,0.000934722,0.002532
2009-12-29,0,6.7,0.000938542,0.002542
2009-12-30,0,8.3,0.000931829,0.002524
2009-12-31,0,7.6,0.000942708,0.002553
2010-01-01,0,5.4,0.00092338,0.002501
2010-01-02,0,4.6,0.000900347,0.002439
2010-01-03,0,4.9,0.000904861,0.002451
2010-01-04,0,6.3,0.000911921,0.002470
2010-01-05,0,6.3,0.000925347,0.002506
2010-01-06,0,6.6,0.000885995,0.002400
2010-01-07,0,7.3,0.000857523,0.002323
2010-01-08,0,8.4,0.000866435,0.002347
2010-01-09,0,8.6,0.000855787,0.002318
2010-01-10,0,8.5,0.000841319,0.002279
2010-01-11,0,7.4,0.000894676,0.002423
2010-01-12,6,1.8,0.000922454,0.002498
2010-01-13,6.6,5,0.000905208,0.002452
2010-01-14,0,5.3,0.000901389,0.002441
2010-01-15,0,6.1,0.000902778,0.002445
2010-01-16,0,4.8,0.000901157,0.002441
2010-01-17,0.2,4,0.000915394,0.002479
2010-01-18,1.2,4.4,0.000914236,0.002476
2010-01-19,0,5.4,0.00090706,0.002457
2010-01-20,0,6.4,0.000934491,0.002531
2010-01-21,0,7.1,0.000945023,0.002560
2010-01-22,0,7.1,0.000948958,0.002570
2010-01-23,0,4.7,0.000956829,0.002592
2010-01-24,0,5.5,0.000937731,0.002540
2010-01-25,0,6.8,0.000936574,0.002537
2010-01-26,0,6.1,0.00094294,0.002554
2010-01-27,0,4.6,0.000948843,0.002570
2010-01-28,0.6,6,0.000943866,0.002556
2010-01-29,0,5,0.00095544,0.002588
2010-01-30,0,7,0.001122685,0.003041
2010-01-31,0,6.7,0.001180787,0.003198
2010-02-01,0,5.7,0.000971644,0.002632
2010-02-02,0,4.9,0.000876389,0.002374
2010-02-03,0,5.2,0.000883796,0.002394
2010-02-04,1.6,2.7,0.000943171,0.002555
2010-02-05,0,4.8,0.000948264,0.002568
2010-02-06,0,5.4,0.001015278,0.002750
2010-02-07,0,6.9,0.001012731,0.002743
2010-02-08,0,7.2,0.00156875,0.004249
2010-02-09,0,6.9,0.001336343,0.003619
2010-02-10,0,6.6,0.001166204,0.003159
2010-02-11,0,2.7,0.000980903,0.002657
2010-02-12,4.6,3.8,0.000952894,0.002581
2010-02-13,0,4.4,0.000875347,0.002371
2010-02-14,0.4,4.6,0.000855093,0.002316
2010-02-15,0.4,3.4,0.000839583,0.002274
2010-02-16,0,5.9,0.000833912,0.002259
2010-02-17,0,5,0.000812847,0.002202
2010-02-18,0,4.9,0.000810417,0.002195
2010-02-19,0,6.4,0.000797569,0.002160
2010-02-20,0,6.1,0.000834375,0.002260
2010-02-21,0,4,0.000813657,0.002204
2010-02-22,0,4.3,0.000806597,0.002185
2010-02-23,0,4.8,0.000816435,0.002211
2010-02-24,0,5.2,0.00078044,0.002114
2010-02-25,0,5.9,0.000761111,0.002061
2010-02-26,0,6.1,0.000761806,0.002063
2010-02-27,0,4.2,0.000765625,0.002074
2010-02-28,0,4.1,0.000789005,0.002137
2010-03-01,0,4.1,0.000823843,0.002231
2010-03-02,0,4.5,0.000852315,0.002308
2010-03-03,0,5.7,0.000866204,0.002346
2010-03-04,0,5.5,0.000871991,0.002362
2010-03-05,0,4.3,0.000825116,0.002235
2010-03-06,2,3.3,0.00083588,0.002264
2010-03-07,4.9,2.5,0.000832523,0.002255
2010-03-08,1.1,1.5,0.000852315,0.002308
2010-03-09,6,2.6,0.000849537,0.002301
2010-03-10,0,2.5,0.00084838,0.002298
2010-03-11,0,3.4,0.000847801,0.002296
2010-03-12,0,4.2,0.000848727,0.002299
2010-03-13,0,4.8,0.000842477,0.002282
2010-03-14,0,3.5,0.000843403,0.002284
2010-03-15,0,5.3,0.000854051,0.002313
2010-03-16,0,5.1,0.000839236,0.002273
2010-03-17,0,5.1,0.000836458,0.002266
2010-03-18,0,5,0.000836574,0.002266
2010-03-19,1.2,3.2,0.00083912,0.002273
2010-03-20,0,3.9,0.000832523,0.002255
2010-03-21,0,4.4,0.000831829,0.002253
2010-03-22,0,3.9,0.000826042,0.002237
2010-03-23,0,3.7,0.000838194,0.002270
2010-03-24,0,4.3,0.000850116,0.002303
2010-03-25,0,5.2,0.000852894,0.002310
2010-03-26,0,5.1,0.000855903,0.002318
2010-03-27,0,2.5,0.000862847,0.002337
2010-03-28,0.1,1.8,0.000885301,0.002398
2010-03-29,7.3,2.9,0.000903009,0.002446
2010-03-30,0,2.8,0.000882176,0.002389
2010-03-31,0,3.7,0.000869792,0.002356
2010-04-01,0,3.4,0.000879977,0.002383
2010-04-02,0,3.1,0.000884722,0.002396
2010-04-03,0,2.8,0.00091169,0.002469
2010-04-04,0,3.7,0.000881597,0.002388
2010-04-05,0,4.3,0.000897106,0.002430
2010-04-06,31.2,2.2,0.001245718,0.003374
2010-04-07,1,1.5,0.000965162,0.002614
2010-04-08,3.6,2.5,0.000968981,0.002624
2010-04-09,10.2,1.4,0.001031481,0.002794
2010-04-10,0,1.7,0.000943171,0.002555
2010-04-11,9.3,2.2,0.000931829,0.002524
2010-04-12,0.1,2.4,0.000911458,0.002469
2010-04-13,0,2.3,0.000909954,0.002465
2010-04-14,0,2.6,0.000904282,0.002449
2010-04-15,0,2.3,0.000907523,0.002458
2010-04-16,0,2.8,0.000907639,0.002458
2010-04-17,0,3.4,0.000905093,0.002451
2010-04-18,1.6,2.5,0.000912037,0.002470
2010-04-19,0.4,2.4,0.000917245,0.002484
2010-04-20,0,2.4,0.00091794,0.002486
2010-04-21,0.4,2.8,0.000917477,0.002485
2010-04-22,0,3.2,0.00091875,0.002488
2010-04-23,0,1.9,0.000920139,0.002492
2010-04-24,0,1.6,0.000930093,0.002519
2010-04-25,3.6,1.8,0.000932986,0.002527
2010-04-26,0.9,1.8,0.00092338,0.002501
2010-04-27,1.9,1.4,0.000933912,0.002529
2010-04-28,0,1.2,0.000930208,0.002519
2010-04-29,4.6,1.1,0.000947569,0.002566
2010-04-30,0,1.7,0.000946991,0.002565
2010-05-01,0,2.4,0.000935301,0.002533
2010-05-02,0,1.5,0.000931134,0.002522
2010-05-03,0,2.5,0.000927778,0.002513
2010-05-04,3.6,1.2,0.001024884,0.002776
2010-05-05,4,1,0.000961921,0.002605
2010-05-06,2.4,1.3,0.000958449,0.002596
2010-05-07,1.4,1.3,0.000955556,0.002588
2010-05-08,0,1.4,0.000955903,0.002589
2010-05-09,0,1.9,0.000953588,0.002583
2010-05-10,0,2.3,0.000945255,0.002560
2010-05-11,1,1.7,0.000946991,0.002565
2010-05-12,0.2,1.3,0.000953356,0.002582
2010-05-13,0,1.6,0.000943056,0.002554
2010-05-14,0,2.1,0.000939583,0.002545
2010-05-15,0,2,0.000945023,0.002560
2010-05-16,0,2.3,0.000928125,0.002514
2010-05-17,0,1.8,0.00092037,0.002493
2010-05-18,0,1.4,0.00091956,0.002491
2010-05-19,0,1.6,0.000920139,0.002492
2010-05-20,0,1.9,0.000919213,0.002490
2010-05-21,0,1.4,0.000919907,0.002492
2010-05-22,0,1.6,0.000918519,0.002488
2010-05-23,0,1.4,0.000925926,0.002508
2010-05-24,6,0.9,0.001041319,0.002820
2010-05-25,26,0.7,0.001858218,0.005033
2010-05-26,0.8,1.1,0.00101169,0.002740
2010-05-27,0,1,0.00096088,0.002603
2010-05-28,0,1.3,0.000987731,0.002675
2010-05-29,18.1,0.9,0.001208796,0.003274
2010-05-30,12.9,0.5,0.001683681,0.004560
2010-05-31,12.8,0.9,0.001304398,0.003533
2010-06-01,0.6,0.7,0.000993866,0.002692
2010-06-02,0,0.9,0.000991319,0.002685
2010-06-03,0,1.1,0.000972801,0.002635
2010-06-04,0,1,0.00096713,0.002619
2010-06-05,0.5,0.7,0.000983102,0.002663
2010-06-06,2.6,0.9,0.000968519,0.002623
2010-06-07,1.5,0.9,0.000968519,0.002623
2010-06-08,0.2,1,0.000994907,0.002695
2010-06-09,7,0.7,0.00102963,0.002789
2010-06-10,4.2,0.7,0.000986227,0.002671
2010-06-11,0.2,0.9,0.000965972,0.002616
2010-06-12,1.1,0.9,0.000955903,0.002589
2010-06-13,0.1,1.1,0.000955208,0.002587
2010-06-14,0,1.1,0.000954167,0.002584
2010-06-15,0,1,0.000954398,0.002585
2010-06-16,0,1.2,0.000982755,0.002662
2010-06-17,17.6,0.9,0.001244329,0.003370
2010-06-18,2.2,0.8,0.012323958,0.033379
2010-06-19,8.7,0.6,0.01641875,0.044470
2010-06-20,1.3,0.8,0.017904282,0.048493
2010-06-21,0.4,0.9,0.014759606,0.039976
2010-06-22,0,0.9,0.009747454,0.026401
2010-06-23,0,1.5,0.007137269,0.019331
2010-06-24,0,1.2,0.006171065,0.016714
2010-06-25,7,0.8,0.008075116,0.021871
2010-06-26,2.5,1.1,0.010750231,0.029117
2010-06-27,0.9,0.9,0.009226852,0.024991
2010-06-28,0,1,0.007624537,0.020651
2010-06-29,13.6,0.8,0.053911574,0.146018
2010-06-30,14.6,0.6,0.115295833,0.312275
2010-07-01,1.2,0.6,0.037381713,0.101247
2010-07-02,0,0.7,0.024221644,0.065603
2010-07-03,0,0.9,0.018435995,0.049933
2010-07-04,0,1.1,0.015034954,0.040722
2010-07-05,0,0.9,0.01311412,0.035519
2010-07-06,0,0.6,0.011654051,0.031565
2010-07-07,0,1.1,0.010405787,0.028184
2010-07-08,0,1.1,0.010045949,0.027209
2010-07-09,0,1.2,0.009445139,0.025582
2010-07-10,14.1,0.8,0.021876852,0.059253
2010-07-11,1.3,0.9,0.03663912,0.099236
2010-07-12,0.6,1.2,0.022340394,0.060508
2010-07-13,0,1.3,0.017871528,0.048404
2010-07-14,44.6,0.5,1.974293981,5.347304
2010-07-15,10.4,0.7,0.366002431,0.991304
2010-07-16,0.2,0.7,0.148257292,0.401550
2010-07-17,0.2,1.2,0.102458565,0.277505
2010-07-18,0.2,0.6,0.078412616,0.212378
2010-07-19,3.8,0.8,0.081891667,0.221801
2010-07-20,3.4,0.7,0.074394676,0.201495
2010-07-21,1.2,0.8,0.067594097,0.183076
2010-07-22,0,0.8,0.05301794,0.143597
2010-07-23,0,0.6,0.045163773,0.122324
2010-07-24,0,0.8,0.040162847,0.108780
2010-07-25,0,1.1,0.03616875,0.097962
2010-07-26,0,1.2,0.032171875,0.087136
2010-07-27,0,1.2,0.029253125,0.079231
2010-07-28,0,1.5,0.02747662,0.074419
2010-07-29,6.8,0.6,0.040157755,0.108766
2010-07-30,5,1.3,0.060143403,0.162896
2010-07-31,2,1,0.051602894,0.139765
2010-08-01,24.5,1,0.926223843,2.508644
2010-08-02,7.1,0.9,0.327775926,0.887769
2010-08-03,0.6,0.8,0.168952778,0.457603
2010-08-04,4,0.6,0.751886458,2.036457
2010-08-05,15.8,1,0.501411458,1.358055
2010-08-06,0.6,0.7,0.208490625,0.564689
2010-08-07,0.3,1.3,0.132849884,0.359819
2010-08-08,0,1.4,0.099755787,0.270185
2010-08-09,4.1,0.9,0.125031713,0.338644
2010-08-10,0,1.5,0.097078935,0.262935
2010-08-11,3.2,1.2,0.082381944,0.223129
2010-08-12,1.1,0.9,0.073328819,0.198608
2010-08-13,0.1,1.5,0.064633681,0.175058
2010-08-14,7.1,0.7,0.276474653,0.748822
2010-08-15,25.7,1.2,1.693084606,4.585659
2010-08-16,2.8,1.3,0.442482755,1.198449
2010-08-17,0,1.7,0.233958102,0.633667
2010-08-18,4.4,1.4,0.219094444,0.593409
2010-08-19,1.6,1.2,0.208094676,0.563617
2010-08-20,7.6,1.2,0.311315278,0.843186
2010-08-21,9.2,1.3,0.619572685,1.678090
2010-08-22,0.3,2.3,0.271534259,0.735441
2010-08-23,0.8,0.9,0.158500347,0.429292
2010-08-24,1.6,1.1,0.441967477,1.197053
2010-08-25,22.4,0.8,1.524949306,4.130270
2010-08-26,30.2,1,5.134657639,13.907035
2010-08-27,6.8,1.3,1.242729051,3.365887
2010-08-28,2.2,1.2,0.556615162,1.507572
2010-08-29,0,2.1,0.316864236,0.858215
2010-08-30,0,2.3,0.210220833,0.569376
2010-08-31,0,2.8,0.154375579,0.418121
2010-09-01,1,0.7,0.132797801,0.359678
2010-09-02,6.4,1.2,0.217157407,0.588163
2010-09-03,0.4,1.7,3.560694792,9.644013
2010-09-04,41.3,0.7,4.162581366,11.274202
2010-09-05,10.6,1.2,2.121491435,5.745983
2010-09-06,7,1.5,1.038437731,2.812571
2010-09-07,0,2.3,0.415744329,1.126029
2010-09-08,0,1.6,0.26538206,0.718778
2010-09-09,6.8,2.1,0.382799306,1.036798
2010-09-10,4.4,1.7,0.334860417,0.906957
2010-09-11,0.6,1.8,0.226367593,0.613108
2010-09-12,0,2.3,0.153931481,0.416918
2010-09-13,0,1.7,0.118978356,0.322249
2010-09-14,31,1.5,4.133040509,11.194191
2010-09-15,0,1.7,0.546437963,1.480008
2010-09-16,1.6,2,0.297438079,0.805600
2010-09-17,0.6,1.5,0.201186458,0.544906
2010-09-18,0,1.8,0.146995718,0.398133
2010-09-19,1.8,1.8,0.123260069,0.333845
2010-09-20,1.2,1.2,0.113900694,0.308496
2010-09-21,2,1.5,0.110971875,0.300563
2010-09-22,0.4,1.7,0.103302083,0.279790
2010-09-23,0.2,1.9,0.088339468,0.239264
2010-09-24,0,2.6,0.076926389,0.208352
2010-09-25,0,2.3,0.066837616,0.181027
2010-09-26,0,2.3,0.058616204,0.158760
2010-09-27,0,1.7,0.049811458,0.134913
2010-09-28,0.2,2.1,0.046303472,0.125411
2010-09-29,1.2,2.3,0.044191782,0.119692
2010-09-30,0,2.2,0.041839468,0.113321
2010-10-01,0,3.6,0.037972917,0.102848
2010-10-02,0,4.1,0.034850463,0.094391
2010-10-03,0,3.9,0.0329375,0.089210
2010-10-04,0,3.1,0.030747685,0.083279
2010-10-05,0,3.3,0.030125116,0.081593
2010-10-06,0,3,0.029015625,0.078588
2010-10-07,0,3.2,0.026255903,0.071113
2010-10-08,0,2.5,0.026101042,0.070694
2010-10-09,0,3.4,0.028018634,0.075887
2010-10-10,0,4,0.0274,0.074212
2010-10-11,0,4.9,0.026138194,0.070794
2010-10-12,0,2.3,0.023493519,0.063631
2010-10-13,1,1.3,0.019895718,0.053887
2010-10-14,0.2,2.4,0.020189815,0.054683
2010-10-15,10,1.6,0.030354977,0.082215
2010-10-16,7.3,2.2,0.047898611,0.129732
2010-10-17,3.6,2,0.039294792,0.106429
2010-10-18,1.3,2.5,0.032902778,0.089116
